"DC_ID","ADDR_LN1_TXT","ADDR_LN2_TXT","ADDR_LN3_TXT","CITY_NM","CNTY_NM","ST_PROV_CD","PSTL_CD","CTRY_CD","PHN_NBR","LATITUDE","LONGITUDE","OPR_STRT_TM","OPR_END_TM","CRT_USER_ID","CRT_DTTM","LST_UPDT_USER_ID","LST_UPDT_DTTM"
"5047","3885 NE 163RD STREET",,,NORTH MIAMI BEACH,,FL,"33160",US,"3059404640",25.931215,-80.132691,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:37,StoreSetupTool,2017-11-03 16:59:11
"6393","221 LIGHTHOUSE PL",,,MICHIGAN CITY,,IN,"46360",US,"2198780189",41.715068,-86.905076,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:37,StoreSetupTool,2017-11-03 16:59:28
"6395",ROUTE 16 MAIN STREET,,,NORTH CONWAY,,NH,"3860",US,"603-356-8099",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"6396","314 FLAT ROCK PLACE",,,WESTBROOK,,CT,"06498",US,"8603992363",41.288961,-72.429439,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:37,StoreSetupTool,2017-11-03 16:59:19
"5429","8677 NW PRAIRIEVIEW RD",,,KANSAS CITY,,MO,"64153",US,"816-746-4402",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"5807","2421 Cranberry Highway",,,WAREHAM,,MA,"2571",US,"508-291-0801",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"5074","1985 W. CRAIG ROAD",,,NORTH LAS VEGAS,,NV,"89032-0221",US,"702-399-1895",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"3431",Donald Lynch Blvd,,,MARLBOROUGH,,MA,"1752",US,"508-481-2373",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"5411","6587 LAS VEGAS BLVD SOUTH",,,LAS VEGAS,,NV,"89119",US,"7023617479",36.06821,-115.178684,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:37,StoreSetupTool,2017-11-03 16:59:35
"5062","203 BLUEFISH DRIVE",,,PANAMA CITY BEACH,,FL,"32413",US,"8502366355",30.219234,-85.870225,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:37,StoreSetupTool,2018-06-22 16:52:32
"5223","10287 East Shelby Dr",,,COLLIERVILLE,,TN,"38017",US,"901-854-7657",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"5447","565 CABELA DRIVE",,,TRIADELPHIA,,WV,"26059",US,"304-547-0818",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"3287","975 AVE. HOSTOS",,,MAYAGUEZ,,PR,"680",US,"787-806-1244",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:37,ORDR-2098,2013-01-31 02:16:37
"3288","6617 EDWARDSVILLE CROSSING DRIVE",,,EDWARDSVILLE,,IL,"62025",US,"618-692-8179",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5404","8031 EASTCHASE PARKWAY",,,MONTGOMERY,,AL,"36117",US,"334-277-5299",,,2013-01-01 09:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5500","1004 NORTH PROMENADE",,,CASA GRANDE,,AZ,"85222",US,"520-836-5483",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5035","47290 Michigan Ave",,,CANTON TOWNSHIP,,MI,"48188-2582",US,"734-495-1017",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6515","14049 TOWN CENTER BLVD.",,,NOBLESVILLE,,IN,"46060",US,"317-773-0626",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5071","4414 SW COLLEGE ROAD",,,OCALA,,FL,"34474",US,"352-237-0233",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5305","2651 MEDICAL CENTER PARKWAY",,,MURFREESBORO,,TN,"37129",US,"615-896-9273",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6349","145 HOLT GARRISON PARKWAY",,,DANVILLE,,VA,"24540",US,"434-792-5002",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5700","2200 TANGER BLVD",,,WASHINGTON,,PA,"15301",US,"724-222-6085",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5038","301 The Bridge St",,,HUNTSVILLE,,AL,"35806",US,"256-327-8605",,,2013-01-01 09:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6508","524 DANENBERG RD",,,EL CENTRO,,CA,"92243",US,"760-352-9021",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6624",I-10 AND ESTRELLA PKWY,,,GOODYEAR,,AZ,"85338",US,"623-935-6641",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6709","280 PATRIOT PLACE",,,FOXBOROUGH,,MA,"2035",US,"508-543-3529",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5309","192 COLONY PLACE",,,PLYMOUTH,,MA,"2360",US,"508-732-7248",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5072","4135 PHOENIX AVENUE",,,FT. SMITH,,AR,"72903",US,"479-648-3059",,,2013-01-01 09:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3115","5701 LONG PRAIRIE ROAD",,,FLOWER MOUND,,TX,"75028",US,"972-874-1348",,,2013-01-01 09:00:00,2013-01-01 17:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5021","9729 NORTHLAKE CENTRE PARKWAY",,,CHARLOTTE,,NC,"28269",US,"7045091361",35.34735,-80.857566,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:11
"5426","1701 NIAGARA FALLS BLVD",,,AMHERST,,NY,"14228",US,"716-837-3492",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6518","850 ARCHES CIRCLE",,,DEER PARK,,NY,"11729",US,"631-242-1646",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5307","5001 MONROE ST.",,,TOLEDO,,OH,"43623",US,"419-472-2913",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3293","1 PRIME OUTLET BLVD",,,BARCELONETA,,PR,"617",US,"787-970-7804",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6707","201 E. Central Texas Expressway",,,HARKER HEIGHTS,,TX,"76548",US,"2546901948",31.071526,-97.666901,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:30
"6513","30050 HAUN ROAD",,,MENIFEE,,CA,"92584",US,"951-301-8214",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6715","2 MEADOWS CIRCLE DRIVE",,,LAKE ST. LOUIS,,MO,"63367",US,"636-625-1871",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5020","1635 River Valley Circle South",,,LANCASTER,,OH,"43130",US,"740-654-4228",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3121","305 WEST FM 1382",,,CEDAR HILL,,TX,"75104",US,"9722933299",32.602659,-96.942825,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:21
"3117","4789 COMMERCIAL DRIVE",,,NEW HARTFORD,,NY,"13413",US,"315-736-1760",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5427","5 SHIPYARD DRIVE",,,HINGHAM,,MA,"2043",US,"781-740-1369",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3122","17101 DAVENPORT ST",,,OMAHA,,NE,"68118",US,"4022890032",41.260642,-96.181764,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:21
"3068","511 Pine St",,,SEATTLE,,WA,"98101",US,"2066231800",47.61206,-122.335368,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:31
"3076","110 miracle mile",,,ROCHESTER,,NY,"14623",US,"585-272-8000",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6720","517 E. 117TH STREET",,,NEW YORK,,NY,"10029",US,"212-722-8021",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3069","2546 W MORELAND RD",,,WILLOW GROVE,,PA,"19090",US,"2157064049",40.143382,-75.120602,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:05
"3072","43705 West Oaks Drive",,,NOVI,,MI,"48377",US,"248-305-5645",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3071","14528 SOUTH WEST 2ND STREET",,,PEMBROKE PINES,,FL,"33027",US,"954-431-2066",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3118","2701 DAVID MCLEOD BLVD",,,FLORENCE,,SC,"29501",US,"8436658587",34.191246,-79.833027,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:06
"5274","40-24 COLLEGE POINT BLVD",,,FLUSHING,,NY,"11354",US,"718-888-7823",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"5900","8170 Park Lane Suite 124",,,DALLAS,,TX,"75231",US,"2143463452",32.871928,-96.766767,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:26
"6360","1431 W Bay Area Blvd",,,WEBSTER,,TX,"77598",US,"281-316-2476",,,2013-01-01 09:00:00,2013-01-01 17:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6362","8674 PARK MEADOWS CENTER DR",,,LONE TREE,,CO,"80124",US,"3037994868",39.565419,-104.873735,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:31
"3070","8315 West Golf Rd",,,NILES,,IL,"60714",US,"847-583-0792",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3074","6190 Ulali Drve NE",,,KEIZER,,OR,"97307",US,"503-856-9190",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6706","7665 North Academy Boulevard",,,COLORADO SPRINGS,,CO,"80920",US,"719-590-4053",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3090","625 BLACK LAKE BLVD.",,,OLYMPIA,,WA,"98502",US,"360-705-3848",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6366","100 Maple Tree Place",,,WILLISTON,,VT,"5495",US,"802-878-2466",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6775","2203 PROMENADE BLVD.",,,ROGERS,,AR,"72758",US,"479-621-0111",,,2013-01-01 09:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3078","470 LEWIS AVENUE",,,MERIDEN,,CT,"6450",US,"203-634-7601",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6364","7557 WEST BELL ROAD",,,PEORIA,,AZ,"85382",US,"623-776-3201",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6778","6143 East State St",,,ROCKFORD,,IL,"61108",US,"8153975227",42.266819,-88.996725,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:30
"6776","9887 GLADES RD",,,BOCA RATON,,FL,"33434",US,"561-883-7988",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3120","1015 NORTH ELMHURST ROAD",,,MOUNT PROSPECT,,IL,"60056",US,"847-870-0373",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6779","2000 N Neil St",,,CHAMPAIGN,,IL,"61821",US,"2173596692",40.139964,-88.244711,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:30
"6777","19079 LBJ Freeway",,,MESQUITE,,TX,"75150",US,"972-681-6205",,,2013-01-01 09:00:00,2013-01-01 17:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6792","1508 W.O. EZELL BOULEVARD",,,SPARTANBURG,,SC,"29301",US,"864-576-9301",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6367","117 NORTH CATTLEMEN ROAD",,,SARASOTA,,FL,"34243",US,"941-351-9318",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3075","4399 WALNUT STREET",,,BEAVERCREEK,,OH,"45440",US,"937-431-5207",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6361","231 EAST STACY RD",,,FAIRVIEW,,TX,"75069",US,"972-549-4161",,,2013-01-01 09:00:00,2013-01-01 17:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6787","2089 SMITHHAVEN PLAZA",,,LAKE GROVE,,NY,"11755",US,"631-382-2491",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6783","128 BAILEY FARM ROAD",,,MONROE,,NY,"10950",US,"845-782-9089",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6700","7410 WEST 191st STREET",,,TINLEY PARK,,IL,"60477",US,"815-464-0073",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3119","15600 EAST BRIARWOOD CIRCLE",,,AURORA,,CO,"80016",US,"720-870-0443",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6788","205 MARKET STREET",,,YONKERS,,NY,"10710",US,"914-376-0137",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3077","3701 MCKINLEY PARKWAY",,,BUFFALO,,NY,"14219",US,"716-826-1230",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3976","4001 ARLINGTON HIGHLANDS BLVD.",,,ARLINGTON,,TX,"76018",US,"8174199782",32.680475,-97.109502,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:22
"6781","2755 BEENE BLVD",,,BOSSIER CITY,,LA,"71111",US,"318-742-1357",,,2013-01-01 09:00:00,2013-01-01 17:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6774","1425 SOM Center Road",,,MAYFIELD HEIGHTS,,OH,"44124",US,"440-684-0710",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6784","364 MAINE MALL ROAD",,,SOUTH PORTLAND,,ME,"4106",US,"207-773-1834",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6789","4603 MAINE AVE SE",,,ROCHESTER,,MN,"55904",US,"507-289-3896",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"6795","2701 BERGEN TOWN CENTER",,,PARAMUS,,NJ,"07652",US,"2015561023",40.91553,-74.060523,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:21
"3971","2250 PETRIE LANE, SUITE 532",,,LANHAM,,MD,"20706",US,"301-341-6434",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3975","4300 TOWN CENTER DRIVE",,,LOUISVILLE,,KY,"40241",US,"502-425-1927",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3977","840 S. STATE RD. 7",,,WELLINGTON,,FL,"33414",US,"5617922092",26.657062,-80.204559,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:10
"6283","6366 A RIDGEWOOD COURT",,,JACKSON,,MS,"39211",US,"6019774521",32.39611,-90.140271,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:28
"3974","15 SOUTH RIVER ROAD",,,SAINT GEORGE,,UT,"84790",US,"435-656-3846",,,2013-01-01 08:00:00,2013-01-01 16:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"3123","6130 BIRDCAGE CENTER LANE",,,CITRUS HEIGHTS,,CA,"95610",US,"9164180029",38.674858,-121.274033,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:38,StoreSetupTool,2017-11-03 16:59:31
"6790","14521 ORCHARD PARKWAY",,,WESTMINSTER,,CO,"80023",US,"303-255-1198",,,2013-01-01 11:00:00,2013-01-01 19:05:00,ORDR-2098,2013-01-31 02:16:38,ORDR-2098,2013-01-31 02:16:38
"11","3880 Groveport Rd",,,OBETZ,,OH,"43207",US,"614-564-2000",39.886893,-82.9543566,2013-01-01 11:00:00,2040-01-01 21:00:00,POPUP-83_4,2013-07-18 02:13:30,POPUP-83_4,2013-07-18 02:13:30
"01","5875 Falbourne Street",,,Mississauga,,ON,L5R 3L8,CA,"905-951-4632",43.6198787,-79.6842765,2013-01-01 11:00:00,2040-01-01 21:00:00,POPUP-83_4,2013-07-18 02:13:30,POPUP-83_4,2013-07-18 02:13:30
"5451","999 UPPER WENTWORTH ST",,,HAMILTON,,ON,L9A 4X5,CA,"318-4506",43.216,-79.8653,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"5452","1 Promenade Circle",Promenade,,THORNHILL,,ON,L4J4P8,CA,"9057645538",43.809292,-79.453082,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5453","6 Lebovic Avenue",Eglinton Town Centre,,SCARBOROUGH,,ON,M1L4V9,CA,"4167571481",43.72667,-79.291504,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5455","70 Pinebush Road",Cambridge,,CAMBRIDGE,,ON,N1R8K5,CA,"5196214612",43.408785,-80.324752,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5456","468 Bayfield Street N",Barrie,,BARRIE,,ON,L4M5A2,CA,"7057250738",44.411622,-79.709485,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5457","419 King Street West",Oshawa Centre,,OSHAWA,,ON,L1J2K5,CA,"9054345778",43.89053,-78.87995,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5458","777 Guelph Line",Burlington Mall,,BURLINGTON,,ON,L7R3N2,CA,"9056817188",43.345391,-79.794796,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5459","17600 Yonge Street",Upper Canada Mall,,NEWMARKET,,ON,L3Y4Z1,CA,"9058301889",44.056289,-79.485645,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:15
"5461","100 CITY CENTRE DRIVE",,,MISSISSAUGA,,ON,L5B 1M7,CA,"270-0321",43.593041,-79.642797,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"5462","5100 Erin Mills Parkway",Erin Mills Town Centre,,MISSISSAUGA,,ON,L5M4Z5,CA,"9058280517",43.561,-79.7102,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"5463","25 PEEL CENTRE DRIVE",,,BRAMPTON,,ON,L6T 3R5,CA,"790-9284",43.715264,-79.723781,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"5464","260 Yonge Street",Toronto Eaton Centre,,TORONTO,,ON,M5B2L9,CA,"4165932551",43.654061,-79.380046,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"5474","606-670 Gardiners Road",Rio Can Centre,,KINGSTON,,ON,K7M3X9,CA,"6133899040",44.244185,-76.5621,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"5476","100 Bayshore Drive",Bayshore,,NEPEAN,,ON,K2B8C1,CA,"6137262973",45.347619,-75.806857,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"5486","221 Glendale Avenue",Pen Centre,,ST. CATHARINE'S,,ON,L2T2K9,CA,"9057040667",43.133943,-79.223395,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"5488","300 BOROUGH DR",,,SCARBOROUGH,,ON,M1P 4P5,CA,"279-1143",43.774345,-79.253522,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"5492","2280 CITY PARK DRIVE",,,GLOUCESTER,,ON,K1J 1G1,CA,"749-9825",45.430136,-75.613088,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"5810","645 Landsdowne Street W",Landsdowne Place,,PETERBOROUGH,,ON,K9J7Y5,CA,"7057428422",44.285413,-78.331335,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"6369","6631 Island Highway N",Woodgrove - Unit 76,,NANAIMO,,BC,V9T4T7,CA,"2503908125",49.424211,-124.65295,2011-01-01 11:00:00,2040-01-01 21:00:00,OMS-2455_CA,2013-10-29 19:33:21,StoreSetupTool,2017-10-04 13:43:16
"6724","1680 RICHMOND STREET (NORTH)",,,LONDON,,ON,N6G 3Y9,CA,"850-8820",43.025148,-81.281731,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"6725","218 Yonge St",,,TORONTO,,ON,M5B 2H6,CA,"595-6336",43.653895,-79.380187,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
"6726","3401 Dufferin St.",,,TORONTO,,ON,M6A 3A1,CA,"782-0814",43.725822,-79.455526,2040-01-01 21:00:00,2011-10-01 08:00:00,OMS-2455_CA,2013-10-29 19:33:21,OMS-2455_CA,2013-10-29 19:33:21
